Apartment_code,project_id,Project URL,project_name_eng,city_id_eng,region_id_eng,District_Residential_area_eng,allow_payment_by_cash,allow_payment_by_loan,project_latitude,project_longitude,publish_date,Construction_Completion_Percentage,sakani_beneficiary_price,non_sakani_beneficiary_price,apatment_area_meter,living_area,floor,bathroom_count,apartment_type_eng,number_of_rooms,master_bedroom_size,living_room_size,kitchen_size,guestroom_size,apartment_for_sakani_beneficiary,apartment_for_non_sakani_beneficiary,construction_status_eng
A03030,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03031,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03032,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03033,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03034,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03035,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03036,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03037,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03038,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03039,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03040,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03041,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03042,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03043,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03044,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03045,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03046,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03047,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03048,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03049,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03050,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03051,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03052,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03053,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03054,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03055,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03056,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03057,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03058,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03059,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03060,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03061,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03062,1142,https://sakani.sa/app/offplan-projects/1142,Jazan - Lamn Investment Company - Rawabi,Jazan,Jazan,Al-Mohamadiyah 3,1,1,16.947578,42.567749,2023-07-04,100.0,690000.0,690000.0,216.3,216.3,4,4,apartment,9.0,18.8,26.52,16.45,32.15,1,0,Under construction
A03063,1144,https://sakani.sa/app/offplan-projects/1144,Jeddah - Rawas Advanced General Contracting Company - Pearl,Jeddah,Jeddah,Al-Lu'lu',1,1,21.764799,39.065457,2023-07-09,25.0,2950000.0,2950000.0,395.5,497.46,1,8,villa,6.0,69.3,43.56,28.5,39.0,1,1,Under construction
A03064,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,440000.0,440000.0,110.0,110.0,2,3,apartment,3.0,16.65,16.215,12.18,15.75,1,1,Under construction
A03065,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,472500.0,472500.0,144.0,144.0,1,3,apartment,4.0,19.57,18.5,12.775,18.92,1,1,Under construction
A03066,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,577500.0,577500.0,184.0,184.0,1,3,apartment,5.0,18.9,24.4,12.8,17.2,1,1,Under construction
A03067,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,577500.0,577500.0,184.0,184.0,2,3,apartment,5.0,18.9,24.4,12.8,17.2,1,1,Under construction
A03068,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,472500.0,472500.0,144.0,144.0,3,3,apartment,4.0,19.95,18.5,12.775,17.2,1,1,Under construction
A03069,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,577500.0,577500.0,184.0,184.0,3,3,apartment,5.0,18.9,24.4,12.8,17.2,1,1,Under construction
A03070,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,577500.0,577500.0,184.0,184.0,4,3,apartment,5.0,18.9,24.4,12.8,17.2,1,1,Under construction
A03071,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,682500.0,682500.0,195.0,195.0,5,3,apartment,5.0,24.075,22.8,12.73,22.04,1,1,Under construction
A03072,1149,https://sakani.sa/app/offplan-projects/1149,Jeddah - Abdullah Arab Real Estate Company - Kayan Al Rayyan 133-134,Jeddah,Jeddah,Al-Rayan,1,1,21.702528,39.208944,2023-07-10,70.0,682500.0,682500.0,188.0,188.0,5,3,apartment,5.0,24.075,22.8,12.73,22.04,1,1,Under construction
A03073,1152,https://sakani.sa/app/offplan-projects/1152,Yanbu - Al -Tamimi - Rawasen 2,Yanbu,Medina,Al-Dawha,1,1,24.119028,37.989583,2023-07-25,96.0,1051785.0,1051785.0,216.46,342.044,1,7,townhouse,2.0,9.0,75.0,25.0,10.0,1,0,Under construction
A03074,1152,https://sakani.sa/app/offplan-projects/1152,Yanbu - Al -Tamimi - Rawasen 2,Yanbu,Medina,Al-Dawha,1,1,24.119028,37.989583,2023-07-25,96.0,1072136.0,1072136.0,219.974,348.096,1,7,townhouse,3.0,9.0,75.0,10.0,6.0,1,0,Under construction
A03075,1152,https://sakani.sa/app/offplan-projects/1152,Yanbu - Al -Tamimi - Rawasen 2,Yanbu,Medina,Al-Dawha,1,1,24.119028,37.989583,2023-07-25,96.0,1051785.0,1051785.0,216.32,342.044,1,7,townhouse,4.0,12.0,150.0,50.0,25.0,1,0,Under construction
A03076,1152,https://sakani.sa/app/offplan-projects/1152,Yanbu - Al -Tamimi - Rawasen 2,Yanbu,Medina,Al-Dawha,1,1,24.119028,37.989583,2023-07-25,96.0,1051785.0,1051785.0,216.453,342.044,1,7,townhouse,2.0,9.0,75.0,25.0,10.0,1,0,Under construction
A03077,1152,https://sakani.sa/app/offplan-projects/1152,Yanbu - Al -Tamimi - Rawasen 2,Yanbu,Medina,Al-Dawha,1,1,24.119028,37.989583,2023-07-25,96.0,1119129.0,1119129.0,215.719,348.096,1,7,townhouse,1.0,2.0,50.0,10.0,10.0,1,0,Under construction
A03078,1150,https://sakani.sa/app/offplan-projects/1150,Jeddah - Pioneers of Creation Real Estate Development - Rowad 196,Jeddah,Jeddah,Al-Qurainiyah,1,1,21.297452,39.234643,2023-07-09,95.0,800000.0,800000.0,271.25,271.25,1,4,apartment,7.0,21.0,27.36,18.9,21.0,1,1,Under construction
A03079,1153,https://sakani.sa/app/offplan-projects/1153,Al -Qatif - the office of Muhammad Samir Abdullah Al -Bayat Al -Aqari - Al -Bayat (1) residential,Qatif,Eastern Region,Al-Zahraa,1,1,26.592399,50.015787,2023-07-09,60.0,766000.0,766000.0,115.55,115.55,3,3,apartment,3.0,22.0,21.0,11.0,0.0,1,1,Under construction
A03080,1151,https://sakani.sa/app/offplan-projects/1151,Dammam - Real Estate Integrated Nomo Company - Complex growth,Dammam,Eastern Region,Al-Saif (Tharwa City),1,1,26.397122,50.226887,2023-07-09,80.0,855000.0,855000.0,180.59,180.59,1,4,apartment,4.0,24.0,20.7,14.6,18.6,1,1,Under construction
A03081,1151,https://sakani.sa/app/offplan-projects/1151,Dammam - Real Estate Integrated Nomo Company - Complex growth,Dammam,Eastern Region,Al-Saif (Tharwa City),1,1,26.397122,50.226887,2023-07-09,80.0,750000.0,750000.0,157.92,157.92,1,4,apartment,4.0,21.5,20.6,14.6,23.0,1,1,Under construction
A03082,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1437995.0,1437995.0,260.534,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03083,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1437995.0,1437995.0,260.534,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03084,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1445397.0,1445397.0,257.023,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03085,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439150.0,1439150.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03086,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439150.0,1439150.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03087,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1464972.0,1464972.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03088,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439150.0,1439150.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03089,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1464972.0,1464972.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03090,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439150.0,1439150.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03091,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1464972.0,1464972.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03092,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1416363.0,1416363.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03093,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1449682.0,1449682.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03094,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1423208.0,1423208.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03095,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1448805.0,1448805.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03096,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1399992.0,1399992.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03097,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1399992.0,1399992.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03098,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439911.0,1439911.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03099,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1399992.0,1399992.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03100,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1439911.0,1439911.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03101,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1399992.0,1399992.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03102,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1553055.0,1553055.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03103,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1447608.0,1447608.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03104,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03105,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1447608.0,1447608.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03106,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03107,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1447608.0,1447608.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03108,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03109,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1449550.0,1449550.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03110,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1517323.0,1517323.0,269.579,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03111,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03112,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1447608.0,1447608.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03113,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03114,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1560693.0,1560693.0,261.503,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
A03115,1155,https://sakani.sa/app/offplan-projects/1155,Riyadh - Ajidan Real Estate Development Company - Al -Fursan House,Riyadh,Riyadh,Al-Fursan Suburb,1,1,24.953186,46.83707,2024-09-03,32.0,1432584.0,1432584.0,253.834,330.92,1,6,villa,4.0,20.678,26.765,13.289,20.25,1,1,Under construction
